name,atom,M0
CHL,C1,-0.031691
CHL,H11,0.00938
CHL,H12,0.00938
CHL,C2,-0.08813
CHL,H21,0.044625
CHL,H22,0.044625
CHL,C3,0.293553
CHL,H31,0.029611
CHL,C4,-0.162218
CHL,H41,0.090036
CHL,H42,0.090036
CHL,C5,-0.139495
CHL,C6,-0.20819
CHL,H61,0.122828
CHL,C7,-0.069897
CHL,H71,0.047919
CHL,H72,0.047919
CHL,C8,-0.01139
CHL,H81,0.072891
CHL,C9,0.019609
CHL,H91,0.029289
CHL,C10,0.079112
CHL,C11,-0.066365
CHL,H111,0.030085
CHL,H112,0.030085
CHL,C12,-0.064973
CHL,H121,0.010352
CHL,H122,0.010352
CHL,C13,0.057407
CHL,C14,0.00583
CHL,H141,0.031557
CHL,C15,-0.101977
CHL,H151,0.026458
CHL,H152,0.026458
CHL,C16,-0.092064
CHL,H161,0.033335
CHL,H162,0.033335
CHL,C17,0.032398
CHL,H171,0.01659
CHL,C18,-0.115049
CHL,H181,0.024541
CHL,H182,0.024541
CHL,H183,0.024541
CHL,C19,-0.108064
CHL,H191,0.03399
CHL,H192,0.03399
CHL,H193,0.03399
CHL,C20,0.044268
CHL,H201,0.020951
CHL,C21,-0.154621
CHL,H211,0.036274
CHL,H212,0.036274
CHL,H213,0.036274
CHL,C22,-0.039033
CHL,H221,0.008359
CHL,H222,0.008359
CHL,C23,-0.02846
CHL,H231,0.015742
CHL,H232,0.015742
CHL,C24,-0.125596
CHL,H241,0.04011
CHL,H242,0.04011
CHL,C25,0.212446
CHL,H251,-0.002466
CHL,C26,-0.257776
CHL,H261,0.057982
CHL,H262,0.057982
CHL,H263,0.057982
CHL,C27,-0.257776
CHL,H271,0.057982
CHL,H272,0.057982
CHL,H273,0.057982
CHL,O1,-0.703022
CHL,HO1,0.414804
LA,H12T,0.025809
LA,C112,-0.118534
LA,H12R,0.025809
LA,H12S,0.025809
LA,C111,0.02332
LA,H11R,0.008276
LA,H11S,0.008276
LA,C110,-0.019575
LA,H10R,0.015163
LA,H10S,0.015163
LA,C19,-0.021975
LA,H9R,0.005869
LA,H9S,0.005869
LA,C18,-0.020879
LA,H8R,0.010385
LA,H8S,0.010385
LA,C17,-0.019279
LA,H7R,0.011207
LA,H7S,0.011207
LA,C16,-0.019631
LA,H6R,0.010236
LA,H6S,0.010236
LA,C15,-0.015735
LA,H5R,0.009552
LA,H5S,0.009552
LA,C14,-0.024078
LA,H4R,0.02058
LA,H4S,0.02058
LA,C13,0.00151
LA,H3R,0.019108
LA,H3S,0.019108
LA,C12,-0.172159
LA,H2R,0.054418
LA,H2S,0.054418
MY,H14T,0.025511
MY,C114,-0.111713
MY,H14R,0.025511
MY,H14S,0.025511
MY,C113,0.017463
MY,H13R,0.007531
MY,H13S,0.007531
MY,C112,-0.028094
MY,H12R,0.017208
MY,H12S,0.017208
MY,C111,-0.031787
MY,H11R,0.012677
MY,H11S,0.012677
MY,C110,-0.021025
MY,H10R,0.010037
MY,H10S,0.010037
MY,C19,-0.014653
MY,H9R,0.010172
MY,H9S,0.010172
MY,C18,-0.026451
MY,H8R,0.011241
MY,H8S,0.011241
MY,C17,-0.004386
MY,H7R,0.006833
MY,H7S,0.006833
MY,C16,-0.027812
MY,H6R,0.011511
MY,H6S,0.011511
MY,C15,-0.016521
MY,H5R,0.010573
MY,H5S,0.010573
MY,C14,-0.026954
MY,H4R,0.020431
MY,H4S,0.020431
MY,C13,-0.002434
MY,H3R,0.018859
MY,H3S,0.018859
MY,C12,-0.1642
MY,H2R,0.053944
MY,H2S,0.053944
OL,C12,-0.143418
OL,H2R,0.04286
OL,H2S,0.04286
OL,C13,0.001619
OL,H3R,0.019529
OL,H3S,0.019529
OL,C14,-0.02296
OL,H4R,0.018134
OL,H4S,0.018134
OL,C15,-0.016692
OL,H5R,0.00869
OL,H5S,0.00869
OL,C16,-0.023789
OL,H6R,0.009266
OL,H6S,0.009266
OL,C17,-0.017495
OL,H7R,0.019598
OL,H7S,0.019598
OL,C18,0.031775
OL,H8R,0.032685
OL,H8S,0.032685
OL,C19,-0.244228
OL,H9R,0.131512
OL,C110,-0.239284
OL,H10R,0.126878
OL,C111,0.029059
OL,H11R,0.033531
OL,H11S,0.033531
OL,C112,-0.026353
OL,H12R,0.019717
OL,H12S,0.019717
OL,C113,-0.018257
OL,H13R,0.0138
OL,H13S,0.0138
OL,C114,-0.024849
OL,H14R,0.008572
OL,H14S,0.008572
OL,C115,-0.023247
OL,H15R,0.010403
OL,H15S,0.010403
OL,C116,-0.012488
OL,H16R,0.013660
OL,H16S,0.013660
OL,C117,0.008684
OL,H17R,0.010026
OL,H17S,0.010026
OL,C118,-0.11729
OL,H18R,0.026627
OL,H18S,0.026627
OL,H18T,0.026627
PA,C116,-0.125447
PA,H16R,0.029046
PA,H16S,0.029046
PA,H16T,0.029046
PA,C115,0.013975
PA,H15R,0.009292
PA,H15S,0.009292
PA,C114,-0.020086
PA,H14R,0.015929
PA,H14S,0.015929
PA,C113,-0.033096
PA,H13R,0.014621
PA,H13S,0.014621
PA,C112,-0.027633
PA,H12R,0.011368
PA,H12S,0.011368
PA,C111,-0.025206
PA,H11R,0.014334
PA,H11S,0.014334
PA,C110,-0.028831
PA,H10R,0.014691
PA,H10S,0.014691
PA,C19,-0.030472
PA,H9R,0.013897
PA,H9S,0.013897
PA,C18,-0.015793
PA,H8R,0.009067
PA,H8S,0.009067
PA,C17,-0.01963
PA,H7R,0.011041
PA,H7S,0.011041
PA,C16,-0.024427
PA,H6R,0.013334
PA,H6S,0.013334
PA,C15,-0.029387
PA,H5R,0.016763
PA,H5S,0.016763
PA,C14,-0.030099
PA,H4R,0.020877
PA,H4S,0.020877
PA,C13,-0.004882
PA,H3R,0.019007
PA,H3S,0.019007
PA,C12,-0.149258
PA,H2R,0.047346
PA,H2S,0.047346
PC,C11,0.78359
PC,O12,-0.599662
PC,O11,-0.454959
PC,C1,0.015894
PC,HR,0.119751
PC,HS,0.119751
PC,C2,0.09143
PC,HX,0.142617
PC,C3,0.010486
PC,HA,0.097145
PC,HB,0.097145
PC,O31,-0.422419
PC,P31,1.149884
PC,O32,-0.444224
PC,C31,0.183051
PC,H1A,0.056462
PC,H1B,0.056462
PC,C32,-0.01052
PC,H2A,0.080234
PC,H2B,0.080234
PC,N31,0.071798
PC,C33,-0.158752
PC,H3A,0.117715
PC,H3B,0.117715
PC,H3C,0.117715
PC,C34,-0.158752
PC,H4A,0.117715
PC,H4B,0.117715
PC,H4C,0.117715
PC,C35,-0.158752
PC,H5A,0.117715
PC,H5B,0.117715
PC,H5C,0.117715
PC,O33,-0.780684
PC,O34,-0.780684
PC,O21,-0.419523
PC,C21,0.770444
PC,O22,-0.596882
PE,C11,0.791845
PE,O12,-0.600817
PE,O11,-0.450304
PE,C1,-0.010271
PE,HR,0.118
PE,HS,0.118
PE,C2,0.09413
PE,HX,0.145869
PE,C3,0.064609
PE,HA,0.083679
PE,HB,0.083679
PE,O31,-0.422624
PE,P31,1.11542
PE,O32,-0.486956
PE,C31,0.207202
PE,H1A,0.049257
PE,H1B,0.049257
PE,C32,-0.004843
PE,H2A,0.101167
PE,H2B,0.101167
PE,N31,-0.362718
PE,HN1A,0.329767
PE,HN1B,0.329767
PE,HN1C,0.329767
PE,O33,-0.766363
PE,O34,-0.766363
PE,O21,-0.431581
PE,C21,0.778906
PE,O22,-0.588648
DMCH,C3,0.015894
DMCH,C31,0.783590
DMCH,C2,0.091430
DMCH,C21,0.770444
DMCH,C1,0.010486
DMCH,C11,0.183051
DMCH,C12,-0.010520
DMCH,C13,-0.158752
DMCH,C14,-0.158752
DMCH,C15,-0.158752
DMCH,H11A,0.056462
DMCH,H11B,0.056462
DMCH,H12A,0.080234
DMCH,H12B,0.080234
DMCH,H13A,0.117715
DMCH,H13B,0.117715
DMCH,H13C,0.117715
DMCH,H14A,0.117715
DMCH,H14B,0.117715
DMCH,H14C,0.117715
DMCH,H15A,0.117715
DMCH,H15B,0.117715
DMCH,H15C,0.117715
DMCH,HA,0.097145
DMCH,HB,0.097145
DMCH,HX,0.119751
DMCH,HY,0.119751
DMCH,HS,0.142617
DMCH,N,0.071798
DMCH,O31,-0.454959
DMCH,O32,-0.599662
DMCH,O21,-0.419523
DMCH,O22,-0.596882
DMCH,O11,-0.422419
DMCH,O12,-0.444224
DMCH,O13,-0.780684
DMCH,O14,-0.780684
DMCH,P,1.149884
DMCM,C210,-0.021025
DMCM,C310,-0.021025
DMCM,C211,-0.031787
DMCM,C311,-0.031787
DMCM,C212,-0.028094
DMCM,C312,-0.028094
DMCM,C213,0.017463
DMCM,C313,0.017463
DMCM,C214,-0.111713
DMCM,C314,-0.111713
DMCM,C22,-0.164200
DMCM,C32,-0.164200
DMCM,C23,-0.002434
DMCM,C33,-0.002434
DMCM,C24,-0.026954
DMCM,C34,-0.026954
DMCM,C25,-0.016521
DMCM,C35,-0.016521
DMCM,C26,-0.027812
DMCM,C36,-0.027812
DMCM,C27,-0.004386
DMCM,C37,-0.004386
DMCM,C28,-0.026451
DMCM,C38,-0.026451
DMCM,C29,-0.014653
DMCM,C39,-0.014653
DMCM,H10R,0.010037
DMCM,H10X,0.010037
DMCM,H10S,0.010037
DMCM,H10Y,0.010037
DMCM,H11R,0.012677
DMCM,H11X,0.012677
DMCM,H11S,0.012677
DMCM,H11Y,0.012677
DMCM,H12R,0.017208
DMCM,H12X,0.017208
DMCM,H12S,0.017208
DMCM,H12Y,0.017208
DMCM,H13R,0.007531
DMCM,H13X,0.007531
DMCM,H13S,0.007531
DMCM,H13Y,0.007531
DMCM,H14R,0.025511
DMCM,H14X,0.025511
DMCM,H14S,0.025511
DMCM,H14Y,0.025511
DMCM,H14T,0.025511
DMCM,H14Z,0.025511
DMCM,H2R,0.053944
DMCM,H2X,0.053944
DMCM,H2S,0.053944
DMCM,H2Y,0.053944
DMCM,H3R,0.018859
DMCM,H3X,0.018859
DMCM,H3S,0.018859
DMCM,H3Y,0.018859
DMCM,H4R,0.020431
DMCM,H4X,0.020431
DMCM,H4S,0.020431
DMCM,H4Y,0.020431
DMCM,H5R,0.010573
DMCM,H5X,0.010573
DMCM,H5S,0.010573
DMCM,H5Y,0.010573
DMCM,H6R,0.011511
DMCM,H6X,0.011511
DMCM,H6S,0.011511
DMCM,H6Y,0.011511
DMCM,H7R,0.006833
DMCM,H7X,0.006833
DMCM,H7S,0.006833
DMCM,H7Y,0.006833
DMCM,H8R,0.011241
DMCM,H8X,0.011241
DMCM,H8S,0.011241
DMCM,H8Y,0.011241
DMCM,H9R,0.010172
DMCM,H9X,0.010172
DMCM,H9S,0.010172
DMCM,H9Y,0.010172
POCH,C3,0.015894
POCH,C31,0.783590
POCH,C2,0.091430
POCH,C21,0.770444
POCH,C1,0.010486
POCH,C11,0.183051
POCH,C12,-0.010520
POCH,C13,-0.158752
POCH,C14,-0.158752
POCH,C15,-0.158752
POCH,H11A,0.056462
POCH,H11B,0.056462
POCH,H12A,0.080234
POCH,H12B,0.080234
POCH,H13A,0.117715
POCH,H13B,0.117715
POCH,H13C,0.117715
POCH,H14A,0.117715
POCH,H14B,0.117715
POCH,H14C,0.117715
POCH,H15A,0.117715
POCH,H15B,0.117715
POCH,H15C,0.117715
POCH,HA,0.097145
POCH,HB,0.097145
POCH,HX,0.119751
POCH,HY,0.119751
POCH,HS,0.142617
POCH,N,0.071798
POCH,O31,-0.454959
POCH,O32,-0.599662
POCH,O21,-0.419523
POCH,O22,-0.596882
POCH,O11,-0.422419
POCH,O12,-0.444224
POCH,O13,-0.780684
POCH,O14,-0.780684
POCH,P,1.149884
POCO,C210,-0.239284
POCO,C211,0.029059
POCO,C212,-0.026353
POCO,C213,-0.018257
POCO,C214,-0.024849
POCO,C215,-0.023247
POCO,C216,-0.012488
POCO,C217,0.008684
POCO,C218,-0.117290
POCO,C22,-0.143418
POCO,C23,0.001619
POCO,C24,-0.022960
POCO,C25,-0.016692
POCO,C26,-0.023789
POCO,C27,-0.017495
POCO,C28,0.031775
POCO,C29,-0.244228
POCO,H101,0.126878
POCO,H11R,0.033531
POCO,H11S,0.033531
POCO,H12R,0.019717
POCO,H12S,0.019717
POCO,H13R,0.013800
POCO,H13S,0.013800
POCO,H14R,0.008572
POCO,H14S,0.008572
POCO,H15R,0.010403
POCO,H15S,0.010403
POCO,H16R,0.013660
POCO,H16S,0.013660
POCO,H17R,0.010026
POCO,H17S,0.010026
POCO,H18R,0.026627
POCO,H18S,0.026627
POCO,H18T,0.026627
POCO,H2R,0.042860
POCO,H2S,0.042860
POCO,H3R,0.019529
POCO,H3S,0.019529
POCO,H4R,0.018134
POCO,H4S,0.018134
POCO,H5R,0.008690
POCO,H5S,0.008690
POCO,H6R,0.009266
POCO,H6S,0.009266
POCO,H7R,0.019598
POCO,H7S,0.019598
POCO,H8R,0.032685
POCO,H8S,0.032685
POCO,H91,0.131512
POCP,C310,-0.028831
POCP,C311,-0.025206
POCP,C312,-0.027633
POCP,C313,-0.033096
POCP,C314,-0.020086
POCP,C315,0.013975
POCP,C316,-0.125447
POCP,C32,-0.149258
POCP,C33,-0.004882
POCP,C34,-0.030099
POCP,C35,-0.029387
POCP,C36,-0.024427
POCP,C37,-0.019630
POCP,C38,-0.015793
POCP,C39,-0.030472
POCP,H10X,0.014691
POCP,H10Y,0.014691
POCP,H11X,0.014334
POCP,H11Y,0.014334
POCP,H12X,0.011368
POCP,H12Y,0.011368
POCP,H13X,0.014621
POCP,H13Y,0.014621
POCP,H14X,0.015929
POCP,H14Y,0.015929
POCP,H15X,0.009292
POCP,H15Y,0.009292
POCP,H16X,0.029046
POCP,H16Y,0.029046
POCP,H16Z,0.029046
POCP,H2X,0.047346
POCP,H2Y,0.047346
POCP,H3X,0.019007
POCP,H3Y,0.019007
POCP,H4X,0.020877
POCP,H4Y,0.020877
POCP,H5X,0.016763
POCP,H5Y,0.016763
POCP,H6X,0.013334
POCP,H6Y,0.013334
POCP,H7X,0.011041
POCP,H7Y,0.011041
POCP,H8X,0.009067
POCP,H8Y,0.009067
POCP,H9X,0.013897
POCP,H9Y,0.013897
